Customer_ID,complete_Mean,callfwdv_Mean,callwait_Mean,churn,months,uniqsubs,actvsubs,new_cell,crclscod
1015796,35.66666667,0,0,0,24,2,2,U,A
1015797,41,0,0,0,30,1,1,U,ZA
1015798,19.33333333,0,0,0,24,2,1,U,A
1015799,86,0,1,1,26,1,1,U,A
1015800,0.666666667,0,0,0,24,1,1,U,A
1015801,8.666666667,0,0,1,24,1,1,U,A
1015802,108.6666667,0,6,1,24,1,1,U,B
1015803,28,0,0,1,30,1,1,U,C2
1015804,21.33333333,0,0,0,26,2,2,U,A
1015805,109.3333333,0,0,1,24,1,1,Y,M
1015806,37,0,0,1,30,1,1,U,A
1015807,34.33333333,0,0,0,24,1,1,U,A
1015808,34.66666667,0,0,0,30,2,2,N,A
1015809,50.66666667,0,0,1,28,1,1,U,A
1015810,43,0,0.333333333,0,28,1,1,U,Z
1015811,3.666666667,0,0,0,30,1,1,U,A
1015812,39.33333333,0,0.333333333,1,26,1,1,Y,A
1015813,391.3333333,0,2.333333333,0,24,2,2,N,A
1015814,95.66666667,0,0,1,24,2,2,N,A
1015815,44.66666667,0,0,0,26,1,1,Y,EA
1015816,148.3333333,0,2.333333333,0,28,1,1,Y,EA
1015817,119,0,2,1,28,1,1,U,A
1015818,21.33333333,0,0,0,24,2,2,Y,A
1015819,0,0,0,1,30,2,2,N,A
1015820,20.66666667,0,0,0,24,2,2,U,A
1015821,210,0,4,0,28,2,2,N,B
1015822,79.33333333,0,0.666666667,1,28,1,1,Y,A
1015823,67.33333333,0,0.666666667,1,28,2,2,N,B
1015824,7.333333333,0,0,0,26,1,1,U,A
1015825,88.33333333,0,0,0,30,2,2,U,A
1015826,84.66666667,0,0.666666667,0,26,3,3,U,B
1015827,23.66666667,0,0,0,24,1,1,Y,A
1015828,230.6666667,0,9.333333333,0,26,1,1,U,A
1015829,11.66666667,0,0,0,26,1,1,U,B
1015830,0,0,0,1,30,2,2,U,B
1015831,26.66666667,0,0,1,24,1,1,U,B
1015832,255.3333333,0,3.333333333,0,26,2,2,U,CA
1015833,112,0,0,1,28,1,1,U,A
1015834,216.6666667,0,0,0,24,2,2,U,CA
1015835,30.33333333,0,0,1,28,1,1,U,B
1015836,33.33333333,0,0,1,30,1,1,N,A
1015837,123.6666667,0,2,0,28,1,1,U,B
1015838,4.333333333,0,0,1,26,1,1,U,A
1015839,219.3333333,0,16.33333333,1,26,2,1,Y,BA
1015840,173.6666667,0,7,1,24,1,1,U,A
1015841,42.66666667,0,0,1,24,1,1,Y,A
1015842,44.33333333,0,0,0,24,2,2,N,A
1015843,250,0,1.333333333,0,26,3,1,U,A
1015844,29.66666667,0,0,1,30,1,1,N,A
1015845,95,0,1.666666667,0,26,1,1,N,A
1015846,188,0,5,1,28,1,1,U,A
1015847,5.333333333,0,0,1,26,1,1,U,A
1015848,40,0,0.666666667,1,24,1,1,Y,U
1015849,101.6666667,0,0,1,26,1,1,Y,A
1015850,1.666666667,0,0,1,28,2,1,N,A
1015851,140.3333333,0,1,1,24,1,1,U,A
1015852,100,0,0.666666667,1,24,1,1,U,A
1015853,49.66666667,0,0.333333333,0,28,2,2,Y,A
1015854,89,0,1,0,28,1,1,Y,E
1015855,42.66666667,0,0,1,24,1,1,U,A
1015856,33,0,0,0,28,1,1,U,A2
1015857,152,0,0.666666667,0,24,3,1,N,A
1015858,51.33333333,0,0,1,30,2,2,U,C
1015859,109,0,0,0,30,1,1,U,A
1015860,9.333333333,0,0,0,24,1,1,U,A
1015861,7,0,0,0,26,1,1,N,DA
1015862,107.3333333,0,0,0,30,2,2,U,A
1015863,80,0,0.666666667,0,26,1,1,U,B
1015864,402.3333333,0,4.666666667,1,30,1,1,Y,C
1015865,18.66666667,0,0,1,30,1,1,U,B
1015866,149.3333333,0,0.666666667,0,24,2,1,U,A
1015867,117.6666667,0,0.333333333,1,24,1,1,U,A
1015868,350.3333333,0,1,1,26,2,1,U,B
1015869,109.3333333,0,0.666666667,1,24,3,2,U,A
1015870,28.33333333,0,0,1,24,1,1,U,B
1015871,49.66666667,0,0,0,30,1,1,U,A
1015872,291.6666667,0,0,1,26,2,2,Y,A
1015873,176.6666667,0,0,0,28,1,1,Y,ZA
1015874,237.3333333,0,6.333333333,1,28,1,1,U,Z
1015875,82,0,0,0,24,1,1,U,A
1015876,54.33333333,0,0.666666667,0,30,3,3,U,BA
1015877,83.33333333,0,0.666666667,0,28,1,1,Y,GA
1015878,50.66666667,0,0,0,30,3,2,U,A
1015879,76.66666667,0,1,0,24,2,2,N,CA
1015880,218.3333333,0,0,1,26,1,1,U,CA
1015881,75.66666667,0,0,0,26,2,1,Y,A
1015882,46,0,0.333333333,0,26,1,1,U,A
1015883,476.3333333,0,11.66666667,1,30,1,1,U,A
1015884,34,0,0,1,30,2,2,U,A
1015885,311,0,22,1,28,2,2,U,A
1015886,1.666666667,0,0,1,26,1,1,U,A
1015887,0,0,0,1,26,2,1,U,B
1015888,156,0,7.333333333,0,30,2,2,U,A
1015889,77.66666667,0,0.333333333,1,24,1,1,U,C
1015890,58.33333333,0,0,0,24,2,2,U,A
1015891,332.6666667,0,4,0,28,2,1,N,A
1015892,26.66666667,0,0,1,24,2,2,U,A
1015893,63.66666667,0,0,0,26,1,1,Y,A
1015894,197.6666667,0,3.666666667,0,26,1,1,U,B
1015895,56,0,0.666666667,1,24,2,2,Y,A
1015896,53,0,0,0,26,2,2,U,A
1015897,36.33333333,0,0,1,24,1,1,U,A2
1015898,214.6666667,0,0,0,24,4,1,N,A
1015899,17.33333333,0,0.333333333,0,28,1,1,N,A
1015900,74,0,0.333333333,1,24,3,2,U,B
1015901,63.33333333,0,0.666666667,1,28,1,1,U,A
1015902,192.3333333,0,4.666666667,0,26,2,2,U,U
1015903,31.33333333,0,1,1,24,2,1,U,B
1015904,26,0,0.333333333,1,26,2,2,N,B
1015905,220.3333333,7.333333333,3,1,28,1,1,Y,EA
1015906,67.33333333,0,0,0,30,1,1,N,B
1015907,62,0,0,0,24,1,1,U,B
1015908,42.33333333,0,0,1,24,1,1,U,CA
1015909,4.666666667,0,0,0,26,1,1,U,A
1015910,14,0,0,0,28,2,1,Y,EA
1015911,187.3333333,0,2.333333333,0,24,1,1,N,B
1015912,19,0,0,0,30,1,1,U,B
1015913,20.66666667,0,0,1,30,1,1,U,A
1015914,55.33333333,0,0,1,28,1,1,U,A
1015915,43,0,0,0,28,1,1,U,A
1015916,80.66666667,0,0.333333333,1,24,2,2,Y,B
1015917,19.33333333,0,0,1,28,1,1,U,A2
1015918,262,0,4,1,28,1,1,U,A
1015919,269.3333333,0,5.666666667,0,26,2,2,Y,U1
1015920,49.66666667,0,0.333333333,1,28,1,1,U,A
1015921,24,0,0,1,26,2,2,Y,EA
1015922,95,0,0,1,30,2,1,U,A
1015923,200.3333333,0,1.333333333,1,26,1,1,U,B
1015924,0,0,0,1,28,1,1,N,A
1015925,39,0,0,0,24,1,1,U,A
1015926,14.66666667,0,0,1,24,1,1,U,AA
1015927,129.6666667,0,0.333333333,0,24,3,2,N,B
1015928,33.66666667,0,0,0,30,1,1,Y,A
1015929,63.33333333,0,0,0,26,1,1,U,EA
1015930,22.66666667,0,0,1,28,1,1,U,A
1015931,72.66666667,0,0.333333333,0,24,1,1,U,A2
1015932,118.3333333,0,1.666666667,1,26,1,1,U,Z4
1015933,16,0,0,1,30,1,1,U,A2
1015934,189.3333333,0,2,0,26,1,1,Y,A
1015935,41.33333333,0,0,1,26,1,1,U,A
1015936,62.33333333,0,0.666666667,0,28,1,1,U,A
1015937,37.66666667,0,0,1,24,2,2,Y,A
1015938,246.6666667,0,4.333333333,1,24,1,1,N,A
1015939,71.66666667,0,0,0,30,1,1,Y,EA
1015940,41.33333333,0,0,0,30,1,1,Y,A
1015941,22.33333333,0,0.333333333,0,26,1,1,U,A
1015942,191.6666667,0,10.66666667,0,26,2,1,N,CA
1015943,55.33333333,0,1,0,30,2,2,U,B
1015944,71.66666667,0,0.333333333,1,24,2,2,N,A
1015945,7.333333333,0,0,1,28,2,1,U,A
1015946,37.33333333,0,0.666666667,1,24,1,1,Y,A
1015947,45.66666667,0,0,0,26,1,1,U,B
1015948,257,0,6.333333333,1,26,1,1,Y,M
1015949,92,0,3.333333333,1,26,4,4,U,I
1015950,35.66666667,0,0.666666667,0,24,1,1,U,A
1015951,117.6666667,0,1.333333333,0,26,2,2,N,ZA
1015952,13.33333333,0,0,0,26,1,1,Y,A
1015953,41.33333333,0,0,0,30,1,1,Y,A
1015954,220,0,5,0,24,1,1,Y,GA
1015955,0,0,0,0,30,1,1,N,A
1015956,49,0,0.666666667,0,26,1,1,U,A
1015957,91,0,0,0,24,2,1,U,CA
1015958,14,0,0,1,24,1,1,U,A
1015959,44.33333333,0,0,1,28,1,1,Y,CA
1015960,250.3333333,0,7.333333333,1,28,2,2,N,A
1015961,33,0,0.333333333,1,24,1,1,Y,A
1015962,12,0,0,0,30,2,2,U,A
1015963,34.33333333,0,0.333333333,1,26,4,2,Y,A
1015964,148.3333333,0,0.666666667,1,24,1,1,Y,A
1015965,162.6666667,0,0.666666667,0,24,2,2,Y,A
1015966,124.3333333,0,3.666666667,0,26,2,2,U,Z4
1015967,90.33333333,0,1,1,28,1,1,U,A
1015968,51.66666667,0,0,1,28,1,1,U,A
1015969,113.6666667,0,0.333333333,1,28,1,1,U,B
1015970,32,0,0,0,24,3,2,U,A
1015971,85.66666667,0,0,1,30,2,1,U,A
1015972,68.33333333,0,0.666666667,0,30,1,1,Y,A
1015973,80,0,0,0,24,1,1,Y,A
1015974,124.6666667,0,3.666666667,0,26,3,3,N,BA
1015975,200.6666667,0,2,1,30,3,2,U,BA
1015976,161.3333333,0,1,0,26,2,2,U,DA
1015977,193.6666667,0,1.333333333,0,26,2,2,U,A
1015978,161,0,0,0,24,1,1,N,EA
1015979,16,0,0,1,24,1,1,U,CA
1015980,129,0,1.333333333,1,30,1,1,U,A
1015981,34,0,0.666666667,1,28,1,1,U,A
1015982,269.3333333,0,7,0,28,1,1,U,EA
1015983,186.6666667,0,0.333333333,0,26,1,1,Y,DA
1015984,128.6666667,0,0.333333333,0,26,1,1,U,A
1015985,79,0,1,1,24,2,2,U,A
1015986,68.33333333,0,0,0,28,1,1,U,A
1015987,34,0,0,1,28,1,1,U,A
1015988,116.6666667,0,1,1,28,2,1,U,CA
1015989,121,0,1,1,28,3,2,U,A
1015990,171,0,3,0,26,1,1,Y,DA
1015991,35.66666667,0,1.333333333,1,28,1,1,U,B
1015992,77.33333333,0,0.333333333,0,24,1,1,U,A
1015993,64.33333333,0,0,1,26,2,2,U,M
1015994,81,0,0.333333333,1,28,1,1,U,B
1015995,202.6666667,0,0.333333333,0,24,1,1,Y,CA
1015996,83,0,1.333333333,1,26,1,1,U,A
1015997,63,0,5,1,24,2,2,Y,A
1015998,0,0,0,0,28,2,2,N,A
1015999,247.3333333,0,3,1,30,3,3,U,A
1016000,10.66666667,0,0.333333333,0,24,2,2,Y,A
1016001,54.66666667,0,0.333333333,1,28,1,1,U,E
1016002,155.6666667,0,0,1,26,1,1,U,A
1016003,0,0,0,1,28,1,1,U,A
1016004,35,0,0.666666667,1,26,1,1,U,A
1016005,42.66666667,0,0,1,26,2,2,U,A
1016006,361,0,10,0,24,1,1,U,E
1016007,230.3333333,0,2.666666667,1,24,1,1,U,A
1016008,66.66666667,0,0,1,24,1,1,Y,EA
1016009,83.33333333,0,1.333333333,0,24,2,2,U,A
1016010,202.3333333,0,0,0,24,1,1,Y,DA
1016011,98.33333333,0,2,0,26,1,1,Y,A
1016012,96.66666667,0,0.666666667,1,28,1,1,U,B
1016013,9.333333333,0,0,1,30,1,1,U,A
1016014,46.33333333,0,0,1,26,2,2,Y,A
1016015,3.333333333,0,0,1,26,1,1,U,A
1016016,257.6666667,0,1.333333333,1,24,1,1,U,CA
1016017,48.66666667,0,0.333333333,1,26,1,1,U,A
1016018,83.66666667,0,0.333333333,0,24,2,2,U,A
1016019,97.33333333,0,0,1,24,1,1,U,A
1016020,172.6666667,0,4,0,28,1,1,Y,E
1016021,0,0,0,1,26,2,2,U,A
1016022,10.33333333,0,0,0,24,1,1,U,A
1016023,904.3333333,0,3,1,26,2,2,U,A
1016024,62.66666667,0,0,1,24,1,1,U,A
1016025,92.66666667,0,0,1,24,1,1,U,A
1016026,44.33333333,0,0,1,24,2,2,U,B
1016027,338.6666667,0,4.333333333,1,26,2,1,U,CA
1016028,292,0,7.333333333,0,28,2,1,U,A
1016029,63,0,0.666666667,1,26,2,2,N,B
1016030,24.66666667,0,0.333333333,0,28,2,2,N,B
1016031,174.6666667,0,0,0,24,2,2,U,C2
1016032,89.33333333,0,0,1,26,2,2,U,A
1016033,6.666666667,0,0,1,26,1,1,Y,A
1016034,68.33333333,0,0.666666667,1,26,2,2,U,A
1016035,69,0,0,0,26,1,1,U,Z
1016036,36.33333333,0,0.333333333,1,24,2,2,U,A
1016037,130,0,0.333333333,1,26,1,1,U,E
1016038,53,0,0,1,26,3,2,Y,A
1016039,33,0,0,1,30,2,1,U,B
1016040,222.3333333,0,2.666666667,0,30,3,1,U,D2
1016041,33.33333333,0,0,1,26,2,2,Y,A
1016042,36.33333333,0,0,1,30,2,1,N,C
1016043,111.6666667,0,1.666666667,1,30,1,1,N,B
1016044,159.3333333,0,0.666666667,1,30,1,1,U,EA
1016045,35,0,0.666666667,1,28,2,2,Y,BA
1016046,56.66666667,0,0,1,26,3,2,U,B
1016047,396,0,8.333333333,0,24,2,2,Y,A
1016048,133.6666667,0,0,1,28,1,1,U,B
1016049,598.6666667,0,7.666666667,0,24,1,1,Y,A3
1016050,84.66666667,0,2.333333333,1,28,1,1,U,DA
1016051,64.33333333,0,1,0,26,2,2,Y,A
1016052,329.6666667,0,0,1,24,1,1,U,A
1016053,0,0,0,1,30,1,1,U,CA
1016054,65,0,0,0,26,2,2,U,A
1016055,35.33333333,0,0,1,26,6,3,Y,A
1016056,58.66666667,0,2.666666667,0,30,1,1,Y,A
1016057,34.66666667,0,0.333333333,1,28,3,3,U,A
1016058,98.66666667,0,0.333333333,0,24,2,2,U,A
1016059,30.66666667,0,0,1,26,1,1,U,A2
1016060,61,0,0,1,24,1,1,U,A
1016061,264.3333333,0,0,1,24,3,1,N,A
1016062,20,0,0,0,26,1,1,Y,A
1016063,134,0,1.333333333,0,28,2,1,Y,B
1016064,49.33333333,0,0,0,26,2,2,Y,B
1016065,106.6666667,0,2.666666667,0,24,1,1,U,AA
1016066,0,0,0,1,30,5,2,N,A
1016067,57.33333333,0,0,0,26,1,1,U,CA
1016068,42,0,0.333333333,0,28,1,1,U,A
1016069,52.33333333,0,0,1,26,1,1,U,B
1016070,81,0,0,1,24,1,1,U,ZA
1016071,16,0,0,1,30,1,1,U,CA
1016072,132,0,0.666666667,1,24,1,1,U,DA
1016073,237,0,2,0,24,1,1,Y,CA
1016074,87.33333333,0,0.333333333,0,30,1,1,Y,B
1016075,262.3333333,0,1,0,24,1,1,U,CA
1016076,74,0,2.666666667,1,24,1,1,Y,A
1016077,1051.666667,0,20.33333333,0,26,4,2,U,A
1016078,21.33333333,0,0,1,24,2,2,Y,EA
1016079,55.66666667,0,0,0,24,1,1,Y,A
1016080,82,0,1.333333333,0,28,3,1,N,A
1016081,144.6666667,0,0.666666667,0,28,4,4,Y,A
1016082,102.6666667,0,0.333333333,1,30,1,1,U,CA
1016083,40.33333333,0,0,1,30,1,1,U,A2
1016084,24.33333333,0,0.666666667,1,28,1,1,U,A2
1016085,73.33333333,0,0,1,26,1,1,U,A2
1016086,14.33333333,0,0.333333333,1,24,1,1,U,A
1016087,0,0,0,1,30,2,2,Y,D
1016088,15.33333333,0,0,0,28,1,1,Y,A
1016089,66.33333333,0,0.333333333,1,30,1,1,U,E
1016090,135.3333333,0,2.333333333,1,26,2,2,U,B
1016091,79.66666667,0,2.333333333,0,28,1,1,Y,C
1016092,64.33333333,0,1,1,30,2,1,Y,M
1016093,74,0,2.666666667,0,30,1,1,N,A
1016094,71.66666667,0,0.333333333,0,28,2,2,U,A
1016095,53.66666667,0,0,1,30,1,1,U,C
1016096,111.3333333,0,3,1,30,1,1,U,A
1016097,153.3333333,0,1.666666667,1,26,1,1,N,B
1016098,90.33333333,0,4.333333333,1,30,1,1,U,A
1016099,49,0,0,1,26,1,1,U,A
1016100,47.33333333,0,0,1,28,2,1,U,AA
1016101,45.33333333,0,0,1,30,2,1,U,ZA
1016102,21,0,0,0,26,2,2,N,A
1016103,26.66666667,0,0,0,28,2,2,U,A
1016104,15,0,0,1,24,1,1,N,BA
1016105,2.333333333,0,0,0,30,1,1,U,A2
1016106,40,0,0,1,24,7,3,N,A
1016107,2.333333333,0,0,1,26,1,1,U,B
1016108,323,0,0,0,26,1,1,Y,A
1016109,46.66666667,0,0,0,26,2,2,N,B
1016110,136,0,1,1,24,1,1,Y,A
1016111,100,0,1,1,24,1,1,U,DA
1016112,69.66666667,0,0,0,28,1,1,U,A
1016113,11.66666667,0,0,0,24,1,1,Y,A
1016114,19.33333333,0,0,1,24,1,1,U,A2
1016115,114,0,0,1,30,2,2,U,A2
1016116,25,0,0,0,28,1,1,U,A2
1016117,66,0,1,1,24,1,1,N,A
1016118,125.6666667,0,0.666666667,0,24,1,1,Y,C
1016119,224,0,0.333333333,1,24,1,1,U,DA
1016120,238,0,2.333333333,1,28,2,1,U,B
1016121,162,0,4.666666667,0,26,1,1,U,Z
1016122,53,0,0,0,26,1,1,N,B
1016123,301,0,0.666666667,1,30,1,1,Y,A
1016124,76,0,0.666666667,0,30,2,2,U,B
1016125,44,0,0,0,26,1,1,U,A
1016126,272.6666667,0,1.333333333,1,24,1,1,U,A
1016127,12,0,0,1,26,1,1,U,A
1016128,187.3333333,0,2,0,28,1,1,U,A
1016129,163,0,0,1,28,1,1,Y,CA
1016130,56.33333333,0,0,0,24,1,1,U,A2
1016131,0,0,0,1,26,3,2,Y,B
1016132,40,0,0,0,28,2,2,U,CA
1016133,166,0,2,0,26,1,1,Y,A
1016134,86.66666667,0,1,1,28,1,1,Y,A
1016135,172.3333333,0,1.333333333,0,30,2,2,U,B
1016136,25.33333333,0,0,1,26,1,1,U,A2
1016137,8.333333333,0,0,1,30,2,1,Y,EA
1016138,92.33333333,0,2.666666667,0,26,2,1,N,E
1016139,53.66666667,0,0,1,24,1,1,Y,ZA
1016140,53,0,0.333333333,0,28,1,1,Y,A
1016141,53.66666667,0,0,1,30,1,1,Y,B
1016142,115,0,0.666666667,0,26,1,1,Y,CA
1016143,121.3333333,0,0,1,28,3,3,U,A
1016144,58.66666667,0,0,1,24,1,1,N,CA
1016145,22,0,0,0,30,1,1,U,A
1016146,3,0,0,1,30,1,1,Y,A
1016147,81.33333333,0,1.666666667,0,24,1,1,U,B
1016148,147.3333333,0,0.333333333,0,30,1,1,N,B
1016149,119.3333333,0,3,1,24,1,1,U,A
1016150,11.66666667,0,0.333333333,0,26,1,1,U,A
1016151,59.66666667,0,0,0,26,1,1,N,A
1016152,25,0,0,1,26,1,1,N,U
1016153,84.66666667,0,2,1,24,1,1,U,A
1016154,78.33333333,0,0,0,30,2,2,U,B
1016155,0,0,0,0,30,3,2,U,A
1016156,35.66666667,0,0,1,26,1,1,U,A
1016157,12.33333333,0,0,1,26,1,1,U,A2
1016158,0,0,0,0,30,1,1,N,A
1016159,25.66666667,0,0,0,28,1,1,U,A
1016160,266.6666667,0,1.333333333,1,26,3,2,U,GA
1016161,85,0,0.333333333,1,24,2,1,U,A
1016162,184.6666667,0,1.666666667,1,24,1,1,U,A
1016163,10.66666667,0,0,1,24,1,1,Y,CA
1016164,67.66666667,0,0,1,30,1,1,U,A
1016165,38,0,0,0,24,2,2,Y,CA
1016166,80.33333333,0,1.666666667,0,30,1,1,U,B
1016167,6.666666667,0,0,1,26,4,4,N,V1
1016168,64.66666667,0,0,0,24,1,1,U,B
1016169,19.33333333,0,1,0,28,2,2,Y,A
1016170,6.666666667,0,0,0,28,1,1,Y,A
1016171,188.3333333,0,0.666666667,1,24,1,1,U,A
1016172,46,0,0.333333333,1,24,2,2,N,A
1016173,472.3333333,0,7.333333333,0,24,2,2,Y,A
1016174,312,0,7.333333333,1,24,1,1,Y,A
1016175,70.66666667,0,0.666666667,1,24,2,2,Y,B
1016176,69.33333333,0,1,0,28,2,2,Y,CA
1016177,0,0,0,1,28,2,1,U,A
1016178,7.333333333,0,0,1,24,2,2,U,B
1016179,13.33333333,0,0,1,26,2,2,U,B
1016180,103,0,1.333333333,1,24,1,1,N,A
1016181,338.3333333,0,0,0,26,2,2,N,ZA
1016182,99,0,0,0,24,1,1,U,A2
1016183,85.33333333,0,0.333333333,1,28,2,2,U,CA
1016184,83.66666667,0,1.666666667,0,30,4,1,U,A
1016185,266.6666667,0,2.666666667,0,26,2,1,Y,B
1016186,420.6666667,0,5.333333333,1,24,1,1,Y,EA
1016187,11.66666667,0,0.333333333,1,28,1,1,U,A
1016188,23.33333333,0,0,0,30,2,2,Y,A
1016189,64.33333333,0,0.666666667,1,26,1,1,U,AA
1016190,198.6666667,0,4,1,30,1,1,Y,A
1016191,261.3333333,0,7,0,30,1,1,Y,BA
1016192,112,0,2,0,28,1,1,U,A
1016193,21.66666667,0,0,1,26,1,1,U,CA
1016194,67,0,0.333333333,0,30,1,1,N,B
1016195,92.33333333,0,0,1,30,1,1,N,A
1016196,207,0,0.333333333,1,28,1,1,Y,A
1016197,38.33333333,0,0.333333333,1,28,1,1,U,B
1016198,5,0,0,0,28,1,1,U,A
1016199,230.6666667,0.333333333,8,0,28,2,2,U,B
1016200,57.33333333,0,0,0,28,1,1,U,C
1016201,73,0,1.333333333,0,26,1,1,U,A
1016202,597,0,1.333333333,0,24,2,2,Y,CA
1016203,32.33333333,0,0,0,30,2,2,Y,A
1016204,117.3333333,0,1.666666667,1,26,1,1,U,CA
1016205,61.66666667,0,0.333333333,0,30,1,1,U,B
1016206,237,0,4.666666667,0,30,1,1,U,A
1016207,28.66666667,0,0,1,28,1,1,N,A
1016208,131.6666667,0,3,0,26,3,3,U,BA
1016209,159.3333333,0,2.666666667,0,24,1,1,U,A
1016210,0,0,0,1,30,3,2,U,C
1016211,430,0,10,0,26,1,1,U,A
1016212,25,0,0,0,26,4,4,U,A
1016213,49.33333333,0,0.333333333,1,24,2,2,Y,EA
1016214,52.66666667,0,0,0,26,2,2,U,A
1016215,72,0,0,1,26,1,1,U,BA
1016216,108.3333333,0,0,1,30,1,1,N,A
1016217,216,0,0.666666667,0,24,2,1,Y,A
1016218,191.3333333,0,1.666666667,0,26,1,1,Y,B
1016219,62,0,0,1,26,2,2,U,A
1016220,194,0,5.666666667,0,26,1,1,N,A
1016221,23,0,0,0,24,1,1,U,A
1016222,401,0,21.33333333,0,24,2,2,Y,A
1016223,19.66666667,0,0,1,24,1,1,U,A
1016224,5.333333333,0,0,0,24,1,1,N,A
1016225,398,0,26,1,26,3,2,N,BA
1016226,67.33333333,0,0,0,24,1,1,U,A
1016227,864.3333333,0,125,0,30,1,1,N,EA
1016228,56.33333333,0,0.333333333,1,24,2,1,N,A
1016229,35.33333333,0,0.666666667,0,28,1,1,N,A
1016230,39.33333333,0,0,1,24,1,1,U,A
1016231,60.66666667,0,0,1,26,1,1,N,A
1016232,134.3333333,0,0.666666667,1,24,1,1,U,A
1016233,87.66666667,0,3,0,24,1,1,U,B
1016234,6.666666667,0,0,0,26,4,2,U,A
1016235,63.66666667,0,0,1,24,2,2,U,A
1016236,24,0,0,0,24,1,1,U,A
1016237,45.66666667,0,0.333333333,0,28,1,1,U,A
1016238,32,0,0,1,26,2,2,Y,A
1016239,119.6666667,0,0.333333333,0,25,1,1,N,A
1016240,266.6666667,0,2.666666667,0,30,2,2,N,M
1016241,5.666666667,0,0,1,30,2,2,N,AA
1016242,141.3333333,0,5.333333333,1,24,1,1,U,GA
1016243,167.3333333,0,5.333333333,1,28,3,2,Y,A
1016244,40,0,0,1,30,2,2,U,A
1016245,128.6666667,0,1,0,26,1,1,Y,A
1016246,27.66666667,0,0,1,24,1,1,Y,B
1016247,105.6666667,0,2.666666667,1,24,3,2,U,A
1016248,64.33333333,0,0.666666667,0,24,2,2,U,B
1016249,139.3333333,0,0,0,24,1,1,U,A
1016250,67,0,0.333333333,1,24,1,1,U,A
1016251,87.66666667,0,0.333333333,1,26,1,1,U,CA
1016252,0.666666667,0,0,1,28,1,1,U,A
1016253,178.3333333,0,5.333333333,0,24,1,1,Y,A
1016254,0.666666667,0,0,0,24,1,1,U,A
1016255,107,0,0,0,30,1,1,U,A
1016256,91.33333333,0,1.666666667,0,24,1,1,U,Z
1016257,27.66666667,0,0.333333333,1,24,1,1,Y,A
1016258,347.6666667,0,0,0,26,2,2,N,A
1016259,412,0,0,0,24,3,2,Y,CA
1016260,327,0,0.666666667,1,26,1,1,U,BA
1016261,178.6666667,0,3.333333333,0,28,1,1,U,AA
1016262,23,0,0,0,28,2,2,U,AA
1016263,0,0,0,1,24,1,1,U,B
1016264,6,0,0,1,26,1,1,U,A
1016265,23.66666667,0,0,1,28,2,1,U,B
1016266,124.6666667,0,0.333333333,0,24,2,2,U,A
1016267,134.3333333,0,2.666666667,0,30,1,1,Y,A
1016268,60.33333333,0,0,0,30,1,1,U,B
1016269,71.66666667,0,0,0,26,1,1,U,A
1016270,98.33333333,0,0,1,24,1,1,U,A
1016271,132.3333333,0,3.666666667,1,28,1,1,Y,DA
1016272,13.66666667,0,0.666666667,0,30,4,4,Y,A
1016273,135.3333333,0,1,1,28,3,3,N,A
1016274,7.333333333,0,0,1,28,1,1,U,A
1016275,104.6666667,0,1,1,24,1,1,N,EA
1016276,77.33333333,0,0.666666667,1,30,1,1,U,A
1016277,251,0,0.333333333,1,24,5,2,N,A
1016278,166.6666667,0,0,0,24,1,1,N,A
1016279,62.33333333,0,0,0,24,1,1,U,A2
1016280,129,0,1,0,30,4,2,U,A
1016281,27.33333333,0,0,0,24,1,1,Y,A
1016282,105.6666667,0,0,1,26,1,1,U,A2
1016283,19.33333333,0,0,0,24,2,1,U,A
1016284,129.6666667,0,2,0,30,1,1,U,A
1016285,36.66666667,0,0,0,30,2,2,N,J
1016286,37,0,0,1,28,1,1,U,A
1016287,181.6666667,0,4.666666667,0,24,1,1,N,EA
1016288,94.33333333,0,0.666666667,0,26,1,1,Y,B
1016289,40,0,0,1,26,4,4,N,A
1016290,0,0,0,0,28,1,1,U,A
1016291,154.3333333,0,2.333333333,1,24,2,2,U,AA
1016292,139.6666667,0,1.666666667,0,28,3,3,N,A
1016293,127.6666667,0,3.666666667,0,28,1,1,U,AA
1016294,184.6666667,0,6.666666667,1,26,2,1,U,BA
1016295,81.66666667,0,0.666666667,1,26,1,1,N,A
1016296,62.66666667,0,0.666666667,1,30,6,2,U,B
1016297,141.6666667,0,0.666666667,0,24,2,2,U,A
1016298,33.66666667,0,0,1,30,1,1,U,B
1016299,94.66666667,0,0,0,28,1,1,N,A
1016300,86.33333333,0,1.666666667,1,30,1,1,U,A
1016301,90,0,0,1,28,2,2,U,A
1016302,81.33333333,0,0,1,30,1,1,N,C
1016303,216.3333333,0,3,0,24,3,3,U,A
1016304,11,0,0,1,26,1,1,U,A
1016305,33.66666667,0,0,0,24,2,2,N,A
1016306,144.3333333,0,0.666666667,1,26,1,1,U,A
1016307,13,0,0.333333333,1,26,1,1,U,A
1016308,87.66666667,0,1.333333333,1,28,1,1,U,A
1016309,51.66666667,0,0.333333333,1,26,1,1,U,A
1016310,216.6666667,0,19.33333333,1,30,3,2,Y,A
1016311,36.33333333,0,0,1,24,1,1,U,A2
1016312,109.3333333,0,0.333333333,1,24,2,2,N,D
1016313,119.3333333,0,1.666666667,0,26,2,1,N,EA
1016314,19.33333333,0,0,0,30,1,1,N,DA
