Customer_ID,forgntvl,ethnic,kid0_2,kid3_5,kid6_10,kid11_15,kid16_17,creditcd,eqpdays
1031725,0,N,U,U,U,U,U,Y,629
1031726,0,O,U,U,U,U,U,Y,629
1031727,0,N,U,U,U,U,U,Y,675
1031728,0,G,U,U,U,U,U,N,675
1031729,0,N,U,U,U,U,U,Y,629
1031730,0,N,Y,U,U,Y,U,Y,734
1031731,1,S,Y,U,U,Y,U,Y,200
1031732,0,N,U,U,U,U,U,Y,263
1031733,0,S,U,U,U,U,U,N,26
1031734,0,N,U,U,U,U,U,N,157
1031735,0,N,U,U,U,U,U,Y,158
1031736,0,U,U,U,U,U,U,Y,675
1031737,0,N,U,U,U,U,Y,Y,111
1031738,0,S,U,U,U,U,Y,Y,258
1031739,0,N,U,U,U,U,U,Y,675
1031740,0,N,U,U,U,U,U,N,562
1031741,0,N,U,U,U,Y,Y,Y,736
1031742,0,N,U,U,U,U,U,Y,736
1031743,1,R,U,U,U,U,Y,Y,675
1031744,0,N,U,U,U,U,U,Y,736
1031745,0,H,U,U,U,U,U,Y,629
1031746,0,N,U,U,U,U,U,Y,675
1031747,0,H,U,U,U,U,U,N,736
1031748,0,S,U,U,U,U,U,Y,672
1031749,0,J,U,U,U,U,U,Y,140
1031750,0,N,U,U,U,U,U,Y,204
1031751,0,S,U,U,U,U,U,Y,675
1031752,1,D,U,Y,U,U,U,Y,711
1031753,0,F,U,U,U,Y,Y,Y,567
1031754,0,N,U,U,U,U,U,N,246
1031755,0,S,U,U,U,U,Y,Y,736
1031756,0,H,U,U,U,U,U,Y,25
1031757,0,G,U,U,U,U,U,Y,182
1031758,0,H,U,Y,Y,U,U,Y,236
1031759,0,N,U,U,U,U,U,Y,274
1031760,0,G,U,U,U,Y,Y,Y,286
1031761,0,H,U,U,U,U,U,Y,165
1031762,0,N,U,U,U,U,Y,Y,262
1031763,0,O,U,U,U,U,U,Y,629
1031764,0,O,U,Y,U,U,Y,Y,248
1031765,0,I,U,U,U,U,U,Y,567
1031766,0,G,U,U,U,U,U,N,675
1031767,0,N,U,U,Y,Y,Y,Y,567
1031768,0,U,U,U,U,U,U,Y,629
1031769,0,N,U,U,U,U,U,N,736
1031770,0,S,U,U,U,Y,U,Y,226
1031771,0,Z,U,Y,Y,U,U,Y,567
1031772,0,S,U,U,U,U,U,Y,567
1031773,0,R,U,U,U,U,U,Y,323
1031774,0,G,U,Y,U,U,U,Y,83
1031775,0,I,Y,Y,Y,U,U,Y,736
1031776,0,D,U,U,Y,U,U,Y,736
1031777,0,N,U,U,U,U,U,Y,25
1031778,0,F,U,U,U,U,Y,Y,629
1031779,1,O,U,U,U,U,U,Y,736
1031780,0,G,U,U,U,Y,U,Y,316
1031781,0,S,U,U,Y,U,Y,Y,675
1031782,0,U,U,U,U,U,U,N,675
1031783,1,S,U,U,U,U,U,Y,140
1031784,0,I,U,U,U,U,U,Y,422
1031785,0,H,U,U,U,U,U,Y,675
1031786,0,N,U,U,U,U,U,Y,629
1031787,0,N,U,U,U,U,U,Y,629
1031788,0,H,U,U,U,U,U,Y,76
1031789,0,H,U,U,U,U,U,Y,323
1031790,0,I,U,U,U,U,U,N,736
1031791,0,U,U,U,U,U,U,Y,322
1031792,0,N,U,U,U,U,U,Y,297
1031793,0,U,U,U,U,Y,Y,Y,406
1031794,0,S,U,U,U,U,U,Y,567
1031795,0,U,U,U,Y,U,U,Y,675
1031796,0,N,U,U,U,U,U,Y,629
1031797,0,R,U,U,U,U,U,Y,736
1031798,,,,,,,,,735
1031799,0,S,U,U,U,U,U,Y,567
1031800,0,H,U,U,U,U,U,N,567
1031801,0,I,U,U,U,U,U,Y,439
1031802,0,I,U,U,U,U,U,Y,736
1031803,0,N,U,U,U,U,Y,Y,494
1031804,0,N,U,U,U,U,U,N,567
1031805,0,Z,U,U,U,U,U,Y,407
1031806,0,J,U,U,U,U,U,Y,736
1031807,0,U,U,U,U,U,Y,Y,675
1031808,0,N,U,Y,Y,U,U,Y,553
1031809,1,N,U,U,U,U,U,Y,629
1031810,0,H,U,U,U,U,U,N,567
1031811,0,U,U,U,U,U,U,Y,567
1031812,0,H,U,U,U,U,Y,Y,10
1031813,1,I,U,U,U,Y,Y,Y,567
1031814,0,N,U,U,U,U,U,Y,450
1031815,0,N,U,U,U,U,U,N,434
1031816,0,N,U,U,Y,U,U,Y,627
1031817,0,N,U,Y,U,U,U,Y,675
1031818,0,H,U,U,U,U,U,Y,629
1031819,0,U,U,U,U,Y,U,Y,675
1031820,0,N,U,U,U,U,U,Y,567
1031821,0,N,U,U,U,U,U,N,567
1031822,0,Z,U,U,Y,U,U,N,675
1031823,0,G,U,U,Y,Y,Y,Y,144
1031824,0,J,U,U,U,U,U,Y,567
1031825,0,H,U,U,U,U,U,Y,629
1031826,0,U,U,U,U,U,U,Y,735
1031827,0,U,U,U,U,U,U,Y,628
1031828,0,H,U,U,U,U,U,N,273
1031829,0,B,U,U,U,U,U,N,735
1031830,0,H,U,U,U,U,U,Y,566
1031831,0,S,U,U,Y,Y,U,Y,530
1031832,1,O,U,U,U,U,U,Y,566
1031833,0,S,U,U,U,U,Y,Y,37
1031834,0,N,U,U,U,U,Y,Y,566
1031835,0,I,U,U,Y,Y,Y,Y,735
1031836,0,O,U,U,U,U,U,N,525
1031837,0,J,U,U,U,U,U,Y,65
1031838,0,N,U,U,U,U,U,Y,566
1031839,0,G,U,U,U,U,U,N,70
1031840,0,H,U,U,Y,U,U,Y,628
1031841,0,N,U,U,U,U,U,Y,735
1031842,0,I,U,U,Y,U,U,Y,559
1031843,0,N,U,U,U,U,Y,Y,566
1031844,0,O,U,U,U,U,U,Y,150
1031845,0,I,U,U,U,U,U,Y,621
1031846,0,N,U,U,U,Y,Y,Y,146
1031847,0,I,U,U,U,U,U,Y,674
1031848,0,I,U,U,U,U,U,N,135
1031849,0,I,U,U,U,U,U,Y,628
1031850,0,N,U,U,U,Y,U,Y,564
1031851,0,N,Y,U,U,U,U,Y,628
1031852,0,N,U,U,U,U,U,Y,170
1031853,0,B,U,U,U,U,U,Y,674
1031854,0,N,U,U,U,U,U,Y,566
1031855,0,N,Y,U,Y,U,U,Y,674
1031856,0,I,U,U,U,U,U,Y,674
1031857,0,U,U,U,U,U,U,N,391
1031858,0,I,U,U,U,U,Y,Y,674
1031859,0,N,U,U,U,U,U,N,64
1031860,0,S,U,U,U,U,U,Y,628
1031861,0,H,U,U,U,U,Y,Y,441
1031862,0,G,U,U,U,U,U,Y,190
1031863,0,S,U,Y,U,U,U,Y,67
1031864,0,N,U,U,U,U,U,Y,628
1031865,0,U,U,U,U,U,U,N,628
1031866,0,U,U,U,U,U,U,Y,674
1031867,1,J,U,Y,Y,U,U,Y,592
1031868,0,N,U,U,U,Y,U,Y,674
1031869,,,,,,,,,155
1031870,0,D,U,U,U,U,Y,Y,58
1031871,0,N,U,U,U,U,Y,Y,518
1031872,0,F,U,U,U,U,U,Y,628
1031873,0,N,U,U,U,U,U,Y,735
1031874,0,F,U,U,U,U,U,Y,69
1031875,0,I,U,U,U,U,U,Y,204
1031876,0,G,U,U,U,U,U,N,566
1031877,0,O,U,Y,U,U,U,Y,674
1031878,0,S,U,U,U,Y,Y,Y,566
1031879,0,N,U,U,U,U,U,Y,566
1031880,1,G,U,U,U,U,U,Y,628
1031881,0,S,U,U,U,Y,Y,Y,189
1031882,0,H,Y,U,U,U,U,Y,566
1031883,0,N,U,U,U,U,U,N,628
1031884,0,N,U,U,U,Y,Y,Y,230
1031885,0,U,U,U,U,U,U,Y,566
1031886,0,U,U,U,U,U,U,N,674
1031887,0,Z,U,U,Y,U,U,Y,674
1031888,0,S,U,U,Y,U,U,Y,628
1031889,0,N,U,U,U,Y,Y,Y,580
1031890,0,I,U,U,U,U,U,N,363
1031891,0,G,U,U,U,U,U,N,180
1031892,0,Z,U,U,U,U,U,Y,271
1031893,,,,,,,,,362
1031894,0,N,U,U,U,U,U,Y,674
1031895,0,N,U,U,U,U,U,Y,566
1031896,0,N,U,U,U,Y,Y,Y,566
1031897,0,S,U,U,U,U,U,Y,735
1031898,0,H,U,U,U,U,U,N,674
1031899,0,I,U,U,U,U,U,N,614
1031900,0,N,U,U,U,U,U,Y,167
1031901,0,S,U,U,Y,U,U,Y,674
1031902,0,U,U,U,Y,U,U,Y,628
1031903,0,N,U,U,U,U,U,Y,28
1031904,0,G,U,U,U,U,U,N,519
1031905,0,J,U,U,U,U,U,Y,105
1031906,,,,,,,,,674
1031907,0,N,U,U,U,U,U,Y,266
1031908,0,Z,U,Y,U,U,U,N,628
1031909,0,N,U,U,U,U,U,Y,628
1031910,0,N,U,U,U,U,Y,Y,310
1031911,0,N,U,U,U,U,U,Y,566
1031912,0,N,U,U,U,U,Y,Y,628
1031913,0,N,U,U,U,U,U,N,735
1031914,0,S,U,U,U,U,U,Y,159
1031915,0,N,U,U,U,U,U,Y,566
1031916,0,N,U,U,U,Y,U,Y,674
1031917,0,G,U,U,U,U,U,Y,155
1031918,1,G,U,U,U,U,Y,Y,674
1031919,0,U,U,U,U,U,U,Y,674
1031920,0,N,U,U,U,U,U,N,545
1031921,0,U,U,U,U,U,U,Y,208
1031922,0,F,U,Y,U,U,U,Y,628
1031923,0,N,U,U,U,U,U,Y,535
1031924,0,H,U,U,U,U,U,Y,566
1031925,1,G,U,U,U,U,U,Y,674
1031926,1,N,U,U,U,U,U,Y,674
1031927,0,H,U,U,U,U,U,Y,91
1031928,0,U,U,U,U,U,U,Y,674
1031929,1,H,U,Y,Y,U,U,Y,628
1031930,0,N,U,U,U,U,U,Y,566
1031931,0,H,U,U,U,U,U,Y,279
1031932,0,U,U,U,U,U,U,N,674
1031933,0,U,U,U,U,U,U,Y,735
1031934,0,S,U,U,U,U,U,Y,304
1031935,0,J,U,U,U,U,U,N,674
1031936,0,S,U,U,U,U,U,N,566
1031937,0,U,U,U,U,U,U,Y,566
1031938,0,N,U,U,U,U,U,N,249
1031939,0,N,U,U,U,U,U,N,416
1031940,0,S,U,U,U,Y,U,Y,563
1031941,1,N,U,U,U,U,U,Y,732
1031942,0,N,U,U,U,U,U,Y,566
1031943,0,H,U,U,U,U,U,Y,628
1031944,0,S,U,U,U,U,Y,Y,518
1031945,0,I,U,U,U,U,U,N,513
1031946,0,H,U,U,U,Y,U,Y,674
1031947,1,G,U,U,U,U,U,Y,674
1031948,0,H,Y,U,U,U,U,Y,371
1031949,0,U,U,U,U,U,U,Y,628
1031950,0,R,U,U,U,U,U,Y,628
1031951,0,Z,U,U,U,U,U,Y,327
1031952,0,N,U,U,U,U,U,Y,672
1031953,0,N,U,U,U,U,U,Y,628
1031954,0,F,Y,U,U,U,U,Y,67
1031955,0,U,U,U,U,U,U,N,628
1031956,0,N,U,U,U,U,U,Y,735
1031957,1,N,U,U,U,U,U,Y,566
1031958,1,N,U,U,U,U,U,Y,628
1031959,0,O,U,U,U,U,U,Y,228
1031960,0,H,U,U,U,U,U,N,29
1031961,0,H,U,U,U,U,U,Y,357
1031962,0,N,U,U,U,U,U,Y,66
1031963,0,N,U,U,U,U,U,Y,566
1031964,0,G,U,U,U,U,U,Y,380
1031965,0,N,U,U,U,U,U,Y,265
1031966,0,G,U,U,U,U,U,N,103
1031967,0,N,U,U,Y,Y,U,Y,735
1031968,0,U,U,U,U,U,U,Y,334
1031969,0,N,U,U,U,U,U,Y,566
1031970,1,F,U,U,U,U,Y,Y,566
1031971,0,S,U,U,U,U,U,N,144
1031972,0,N,U,U,Y,U,U,Y,674
1031973,0,U,U,U,Y,U,U,Y,628
1031974,0,J,U,U,U,Y,U,Y,523
1031975,0,O,U,U,U,U,Y,Y,628
1031976,,,,,,,,,247
1031977,0,S,U,Y,U,U,U,Y,20
1031978,1,N,Y,U,Y,U,U,Y,566
1031979,0,N,U,U,U,Y,Y,Y,353
1031980,0,Z,U,U,U,Y,Y,Y,307
1031981,0,H,U,U,U,U,U,Y,155
1031982,,,,,,,,,577
1031983,0,N,U,U,U,U,U,Y,268
1031984,0,N,U,U,Y,U,U,Y,735
1031985,0,U,U,U,U,U,U,Y,566
1031986,0,S,U,U,U,U,U,N,566
1031987,1,G,U,U,U,U,U,Y,543
1031988,0,S,U,U,U,U,U,N,674
1031989,0,S,U,U,U,U,U,Y,727
1031990,0,N,U,U,U,U,U,N,565
1031991,0,F,U,U,U,U,U,Y,309
1031992,0,O,U,U,U,U,U,Y,566
1031993,0,P,U,U,U,U,U,N,674
1031994,0,N,Y,Y,U,U,Y,Y,566
1031995,0,N,U,U,U,U,U,Y,628
1031996,0,S,U,U,U,U,U,Y,566
1031997,1,N,U,U,U,U,U,Y,566
1031998,0,O,U,U,U,U,U,Y,628
1031999,0,N,U,U,U,Y,Y,Y,674
1032000,0,I,U,U,U,U,U,Y,674
1032001,0,B,U,U,U,U,U,N,735
1032002,0,N,U,U,U,U,U,Y,628
1032003,0,S,U,U,U,U,U,N,674
1032004,0,U,U,U,U,U,Y,Y,566
1032005,0,S,U,U,U,U,U,Y,157
1032006,0,Z,U,U,U,U,U,N,504
1032007,0,N,U,U,U,U,U,Y,735
1032008,0,S,U,U,U,U,U,Y,735
1032009,0,N,U,U,Y,Y,U,N,628
1032010,0,U,U,U,U,U,U,N,686
1032011,0,H,U,U,Y,Y,Y,Y,326
1032012,0,S,U,U,U,U,U,N,296
1032013,1,N,U,U,U,Y,Y,Y,472
1032014,0,I,Y,U,U,U,U,Y,66
1032015,0,U,U,U,U,U,U,Y,628
1032016,0,Z,U,U,U,U,U,Y,177
1032017,,,,,,,,,460
1032018,0,O,U,U,U,U,U,Y,674
1032019,0,N,U,U,U,U,U,N,674
1032020,0,N,U,U,U,U,U,Y,376
1032021,0,N,U,U,U,U,U,Y,566
1032022,1,N,U,U,U,U,U,Y,735
1032023,0,H,U,U,U,U,U,N,614
1032024,0,S,U,U,U,U,U,Y,735
1032025,0,N,U,U,U,U,U,Y,558
1032026,0,U,U,Y,U,U,U,Y,735
1032027,0,S,U,U,Y,U,U,Y,674
1032028,0,Z,U,U,U,U,U,N,373
1032029,0,H,U,U,U,U,U,N,173
1032030,0,N,U,U,U,U,U,N,190
1032031,0,N,U,U,U,U,U,Y,628
1032032,0,I,U,U,U,U,U,Y,735
1032033,0,B,U,U,U,Y,U,Y,397
1032034,0,N,U,U,U,U,U,Y,566
1032035,0,N,U,U,U,U,U,Y,628
1032036,0,N,U,U,U,U,U,Y,369
1032037,0,G,U,U,U,U,U,Y,16
1032038,0,J,U,U,U,U,U,Y,111
1032039,0,U,U,U,U,U,U,N,29
1032040,0,N,U,U,U,U,U,N,566
1032041,0,N,U,U,U,U,U,Y,674
1032042,1,G,U,U,U,U,U,Y,674
1032043,1,N,U,U,U,U,U,Y,566
1032044,0,U,U,U,U,U,U,N,542
1032045,0,S,U,U,U,U,U,Y,566
1032046,0,S,Y,U,Y,Y,U,Y,674
1032047,0,S,U,U,U,Y,U,Y,368
1032048,0,S,U,U,U,U,U,Y,628
1032049,0,S,U,Y,U,U,U,Y,133
1032050,0,S,Y,Y,Y,U,U,Y,628
1032051,0,F,U,U,U,U,U,Y,524
1032052,0,N,U,U,U,U,U,Y,566
1032053,0,N,U,U,U,U,U,Y,674
1032054,0,G,U,U,U,U,U,Y,674
1032055,0,N,U,U,U,U,U,Y,628
1032056,0,S,Y,U,U,U,U,Y,566
1032057,0,U,U,U,U,U,U,Y,521
1032058,0,N,U,U,U,U,U,N,566
1032059,0,N,U,U,U,U,U,N,9
1032060,0,I,U,U,U,U,U,Y,674
1032061,0,H,U,U,U,U,U,Y,649
1032062,0,B,U,U,U,U,U,N,171
1032063,0,U,U,U,Y,Y,U,Y,674
1032064,0,J,U,U,Y,Y,Y,Y,674
1032065,0,S,U,U,U,U,U,Y,674
1032066,0,G,U,U,U,U,U,N,566
1032067,0,G,U,U,U,U,U,Y,32
1032068,0,I,U,U,Y,Y,Y,Y,85
1032069,0,N,U,U,U,U,U,Y,674
1032070,0,S,U,U,U,U,U,Y,735
1032071,0,N,U,U,U,U,U,Y,188
1032072,0,U,Y,Y,U,U,U,Y,628
1032073,0,S,U,U,U,U,U,Y,628
1032074,0,H,U,U,U,U,U,Y,628
1032075,0,H,U,Y,U,U,U,Y,610
1032076,0,S,U,U,U,U,U,Y,674
1032077,0,H,U,U,U,U,U,Y,674
1032078,0,U,U,U,Y,U,U,Y,566
1032079,0,S,U,U,U,U,U,Y,678
1032080,0,U,U,U,U,Y,U,Y,628
1032081,0,H,U,U,U,U,U,N,628
1032082,0,U,U,U,U,U,U,Y,566
1032083,0,B,U,U,Y,U,U,Y,566
1032084,0,I,U,U,U,U,U,Y,63
1032085,0,N,U,U,U,U,U,N,674
1032086,1,I,U,U,U,U,Y,Y,566
1032087,0,H,U,U,U,U,U,Y,628
1032088,0,U,U,U,U,U,U,N,477
1032089,0,S,U,U,U,U,U,Y,566
1032090,0,N,U,U,U,U,U,Y,566
1032091,0,H,U,U,U,Y,U,Y,735
1032092,0,G,U,U,Y,U,U,Y,674
1032093,1,N,U,U,U,U,U,Y,628
1032094,0,H,U,U,U,U,U,Y,735
1032095,0,S,U,U,U,U,U,Y,674
1032096,0,N,U,U,U,U,U,N,604
1032097,0,B,U,U,U,U,U,Y,674
1032098,0,S,U,U,U,U,U,N,566
1032099,0,U,Y,U,U,Y,U,Y,627
1032100,0,N,U,U,U,U,Y,Y,735
1032101,0,H,U,U,U,U,U,N,674
1032102,1,S,U,U,Y,Y,U,Y,674
1032103,0,N,U,U,U,U,U,Y,566
1032104,1,J,U,U,U,U,U,Y,735
1032105,0,G,U,U,Y,U,U,Y,674
1032106,0,N,U,U,U,U,U,Y,628
1032107,0,N,U,U,Y,U,U,Y,628
1032108,0,I,U,U,U,U,U,Y,566
1032109,0,N,U,U,U,U,U,Y,48
1032110,0,I,U,U,U,U,U,Y,484
1032111,0,G,Y,U,U,U,U,Y,628
1032112,0,H,U,U,U,U,U,Y,357
1032113,0,H,U,U,U,U,U,N,5
1032114,0,J,U,U,U,U,U,Y,552
1032115,0,N,U,U,U,U,Y,Y,591
1032116,0,Z,U,U,U,U,Y,Y,628
1032117,0,I,U,U,U,U,U,Y,306
1032118,0,I,U,U,U,Y,Y,Y,674
1032119,1,H,U,Y,U,U,U,Y,735
1032120,0,S,U,U,U,U,U,N,566
1032121,0,U,U,U,U,U,U,Y,735
1032122,0,H,U,U,U,U,U,N,41
1032123,0,S,Y,U,Y,U,U,Y,73
1032124,0,H,U,U,U,U,U,Y,674
1032125,0,U,U,U,U,U,U,N,674
1032126,1,H,U,Y,Y,Y,U,Y,66
1032127,0,S,U,U,U,Y,Y,Y,735
1032128,1,U,U,U,U,Y,Y,Y,539
1032129,0,N,U,U,U,U,U,Y,735
1032130,0,Z,U,Y,U,U,Y,Y,31
1032131,0,O,U,U,U,U,U,Y,634
1032132,0,U,U,U,Y,U,Y,Y,207
1032133,0,M,U,U,U,U,U,N,259
1032134,0,S,U,U,U,U,U,Y,734
1032135,0,H,U,U,U,U,U,Y,305
1032136,1,Z,U,U,Y,Y,Y,Y,200
1032137,0,O,U,U,U,U,Y,Y,734
1032138,0,N,U,U,U,U,U,Y,627
1032139,0,N,U,U,U,U,U,Y,627
1032140,0,N,U,Y,Y,U,U,Y,33
1032141,0,B,U,U,U,U,U,N,660
1032142,0,J,Y,U,U,U,U,Y,627
1032143,0,U,U,Y,U,U,U,Y,673
1032144,0,I,U,Y,Y,U,U,Y,536
1032145,0,U,U,U,U,U,U,Y,734
1032146,0,S,U,U,U,Y,Y,Y,15
1032147,0,H,U,U,U,U,U,Y,416
1032148,0,I,U,Y,Y,U,U,Y,734
1032149,0,S,U,U,U,U,U,N,112
1032150,0,N,U,U,Y,U,Y,Y,565
1032151,,,,,,,,,74
1032152,0,J,U,U,U,U,U,N,627
1032153,0,U,U,U,U,U,U,N,627
1032154,0,N,Y,U,Y,Y,U,Y,565
1032155,0,U,U,U,U,U,U,N,627
1032156,0,S,U,U,U,Y,U,Y,734
1032157,0,N,U,Y,Y,U,U,Y,673
1032158,0,N,U,U,U,U,U,N,327
1032159,0,Z,U,U,U,U,U,N,2
1032160,0,H,U,U,U,U,U,Y,627
1032161,0,G,U,U,U,U,U,Y,673
1032162,0,O,U,U,U,U,U,N,162
1032163,0,S,U,U,U,U,U,Y,565
1032164,0,S,U,U,U,U,U,Y,565
1032165,0,S,U,U,U,U,U,Y,627
1032166,0,F,U,U,Y,U,U,Y,673
1032167,1,N,U,U,U,U,U,Y,398
1032168,0,I,U,U,U,U,U,Y,734
1032169,0,N,U,U,U,U,Y,Y,673
1032170,0,G,U,U,U,U,U,Y,565
1032171,0,J,U,U,U,U,U,Y,565
1032172,0,N,U,U,U,U,Y,Y,734
1032173,0,G,U,U,U,U,U,Y,734
1032174,0,F,U,U,Y,U,U,Y,565
1032175,0,H,U,U,U,U,U,Y,627
1032176,0,G,U,U,U,U,U,Y,565
1032177,0,G,U,U,U,U,U,Y,565
1032178,0,S,U,U,U,U,U,N,627
1032179,0,F,U,U,U,U,U,Y,470
1032180,0,S,U,U,U,U,U,N,123
1032181,0,N,U,U,U,U,U,Y,734
1032182,0,H,U,U,U,U,U,Y,734
1032183,1,N,U,U,U,U,U,Y,673
1032184,0,N,U,U,U,U,U,N,122
1032185,0,U,U,U,U,U,U,Y,627
1032186,0,N,U,U,U,U,U,Y,673
1032187,0,U,U,U,U,U,U,N,673
1032188,0,N,U,U,U,U,U,Y,734
1032189,0,J,U,U,U,U,U,Y,555
1032190,0,J,U,U,U,U,U,Y,622
1032191,1,D,U,U,U,U,Y,Y,673
1032192,0,N,U,U,U,U,U,N,199
1032193,0,N,U,U,U,U,U,Y,47
1032194,0,S,U,U,U,U,U,Y,734
1032195,0,N,U,U,U,U,Y,Y,637
1032196,0,Z,U,U,U,U,U,Y,673
1032197,0,S,U,U,U,U,U,Y,565
1032198,0,S,U,U,U,U,U,Y,733
1032199,0,S,U,U,U,U,U,Y,627
1032200,0,N,U,U,U,U,U,Y,627
1032201,0,H,U,U,U,U,U,Y,565
1032202,0,N,U,U,U,U,U,N,734
1032203,0,N,U,U,U,U,U,Y,286
1032204,0,U,U,U,U,U,U,N,471
1032205,0,G,U,U,U,U,U,N,147
1032206,0,S,U,U,U,U,U,Y,565
1032207,0,N,U,U,U,U,U,Y,627
1032208,0,U,U,U,U,U,U,Y,269
1032209,0,B,U,U,U,U,U,Y,627
1032210,0,G,U,U,U,U,U,Y,673
1032211,0,J,U,U,U,U,U,Y,565
1032212,0,U,U,U,U,U,U,Y,622
1032213,0,N,U,U,U,U,U,N,14
1032214,0,N,U,U,Y,U,U,Y,379
1032215,0,N,U,U,U,U,U,Y,673
1032216,1,N,U,U,U,U,U,Y,627
1032217,0,N,U,U,U,U,Y,Y,734
1032218,0,S,U,U,Y,U,U,Y,673
1032219,0,N,U,U,Y,Y,U,Y,112
1032220,,,,,,,,,565
1032221,0,N,U,U,U,U,U,Y,156
1032222,0,N,U,U,U,U,U,Y,727
1032223,0,H,U,U,U,U,U,Y,292
1032224,0,S,U,U,U,U,U,N,734
1032225,0,N,U,U,U,U,U,Y,627
1032226,0,G,U,U,U,U,U,N,734
1032227,0,S,U,U,U,U,U,Y,673
1032228,1,G,U,U,U,U,U,Y,673
1032229,0,Z,U,U,U,U,U,Y,734
1032230,0,N,Y,Y,U,U,Y,Y,627
1032231,0,F,U,U,U,U,U,N,565
1032232,0,N,U,U,U,U,U,Y,183
1032233,0,G,U,U,U,U,Y,Y,734
1032234,0,N,U,U,U,U,U,N,565
1032235,0,N,U,U,U,U,U,Y,627
1032236,0,D,U,U,U,U,U,Y,122
1032237,0,S,U,U,U,U,U,Y,277
1032238,0,I,U,U,U,U,U,N,565
1032239,0,U,U,U,U,U,U,Y,673
1032240,0,S,U,U,U,U,U,N,81
1032241,0,U,U,U,U,U,U,Y,101
1032242,0,U,U,U,U,U,U,Y,673
1032243,0,N,U,U,U,U,U,Y,558
1032244,0,N,U,U,U,U,Y,Y,285
1032245,0,R,U,U,U,U,U,Y,193
1032246,1,N,U,U,U,U,U,Y,734
1032247,0,N,U,U,U,U,U,Y,45
1032248,0,N,U,U,U,U,Y,Y,471
1032249,0,N,U,U,U,U,U,N,399
1032250,0,H,U,U,U,U,U,N,240
1032251,,,,,,,,,565
1032252,0,N,U,U,U,U,U,N,734
1032253,0,N,U,U,U,U,Y,Y,565
1032254,0,N,U,U,U,Y,Y,Y,565
1032255,0,S,U,U,U,U,U,Y,401
1032256,0,H,U,U,U,U,U,Y,673
1032257,0,I,U,U,U,U,U,Y,734
1032258,0,J,U,U,U,U,U,Y,734
1032259,0,U,U,U,U,U,U,Y,24
1032260,0,N,U,U,U,U,Y,Y,627
1032261,0,G,U,U,U,Y,Y,Y,673
1032262,0,S,U,U,Y,Y,U,Y,565
1032263,0,S,U,U,U,U,U,Y,673
1032264,0,N,U,U,U,U,U,Y,734
1032265,0,U,U,U,U,U,U,N,673
1032266,0,H,U,Y,Y,U,U,Y,-3
1032267,0,N,U,U,U,U,U,Y,627
1032268,0,N,U,U,U,U,U,Y,343
1032269,0,H,U,Y,U,U,U,Y,63
1032270,0,N,Y,U,Y,U,Y,Y,368
1032271,0,N,Y,U,U,U,U,Y,565
1032272,0,N,U,U,U,Y,Y,Y,627
1032273,0,O,U,U,U,U,U,Y,106
1032274,0,N,Y,U,U,Y,U,Y,734
1032275,0,U,Y,U,U,U,U,Y,121
1032276,0,G,U,U,U,U,U,Y,734
1032277,0,B,U,U,U,U,U,N,415
1032278,0,S,U,U,U,U,U,Y,8
1032279,0,I,U,U,U,U,U,Y,7
1032280,0,H,U,U,U,U,U,Y,734
1032281,0,N,U,U,U,U,U,Y,183
1032282,0,U,U,U,Y,U,Y,Y,155
1032283,0,G,U,U,U,U,U,Y,734
1032284,0,N,U,U,U,U,U,Y,734
1032285,0,O,U,U,U,U,U,Y,210
1032286,0,S,U,U,U,U,U,Y,217
1032287,0,S,U,Y,Y,U,U,Y,673
1032288,0,H,U,U,U,U,U,Y,205
1032289,0,Z,U,U,U,U,U,N,323
1032290,0,N,U,U,U,U,U,Y,627
1032291,1,S,U,U,U,U,U,Y,375
1032292,0,G,U,U,U,U,Y,Y,734
1032293,0,N,U,U,U,U,U,N,565
1032294,0,H,U,U,U,U,U,Y,673
1032295,0,F,U,U,U,U,U,Y,465
1032296,0,S,U,U,U,U,Y,Y,202
1032297,0,U,U,U,U,U,U,Y,5
1032298,0,S,Y,U,Y,U,U,Y,219
1032299,1,H,U,Y,U,U,U,Y,548
1032300,0,G,U,U,U,U,U,Y,673
1032301,0,O,U,U,U,U,U,Y,734
1032302,0,H,U,U,U,U,U,Y,90
1032303,0,N,U,U,U,U,U,Y,673
1032304,0,N,U,U,U,Y,U,Y,673
1032305,1,G,U,U,U,U,U,Y,734
1032306,0,S,U,U,U,U,U,Y,627
1032307,0,N,U,U,U,U,U,Y,470
1032308,0,N,U,U,U,U,U,N,105
1032309,0,O,U,U,U,Y,Y,Y,565
1032310,1,O,U,U,U,Y,Y,Y,627
1032311,0,F,U,U,U,U,U,N,200
1032312,0,N,U,U,U,U,U,Y,77
1032313,0,D,U,U,U,U,U,Y,734
1032314,0,N,U,U,U,U,U,Y,673
1032315,0,N,U,U,U,U,U,N,565
1032316,0,J,U,U,U,U,U,N,295
1032317,1,N,U,U,U,U,U,Y,163
1032318,0,H,Y,Y,U,U,U,Y,627
1032319,0,U,U,U,U,U,U,N,565
1032320,0,S,U,U,U,U,U,N,734
1032321,0,N,U,U,U,U,U,Y,673
1032322,0,U,U,U,Y,U,U,Y,627
1032323,0,U,U,U,U,U,U,N,133
1032324,0,N,U,U,U,U,U,Y,565
1032325,1,G,U,U,U,U,U,Y,573
1032326,0,H,U,U,U,U,U,N,565
