Customer_ID,lor,dwlltype,marital,adults,infobase,income,numbcars,HHstatin,dwllsize
1018704,6,S,U,2,M,9,2,I,A
1018705,3,S,B,1,M,4,1,C,A
1018706,,,U,2,M,,,A,
1018707,1,M,S,4,M,6,1,,F
1018708,15,S,M,5,M,8,,C,A
1018709,15,S,M,4,M,6,,C,A
1018710,15,S,M,5,M,4,2,I,A
1018711,,,U,1,M,7,1,C,
1018712,1,S,M,3,M,7,1,C,A
1018713,11,S,M,2,M,9,1,C,A
1018714,4,,U,4,M,6,2,,
1018715,15,S,M,3,M,9,2,C,A
1018716,0,M,U,2,M,5,2,,B
1018717,10,S,M,6,M,7,1,,A
1018718,15,S,M,5,M,3,1,,A
1018719,15,S,M,4,M,6,1,I,A
1018720,,,,,,,,,
1018721,3,M,B,1,M,7,1,C,K
1018722,,M,U,1,M,6,,A,
1018723,9,M,S,1,M,4,1,C,
1018724,2,M,S,1,M,4,1,C,B
1018725,,,U,1,M,7,2,C,
1018726,,,U,,,,,,
1018727,15,S,M,6,M,4,1,C,A
1018728,14,S,M,3,M,4,1,C,A
1018729,7,,B,1,M,9,,C,
1018730,1,S,M,6,M,9,,I,A
1018731,15,S,M,3,M,6,2,I,A
1018732,1,M,S,2,M,6,,C,C
1018733,12,S,M,3,M,6,2,I,A
1018734,2,M,U,2,M,4,1,I,L
1018735,1,S,M,2,M,9,1,C,A
1018736,13,S,M,3,M,6,,C,A
1018737,10,S,M,4,M,4,,C,A
1018738,,,U,,,,,,
1018739,2,M,U,3,M,6,1,C,L
1018740,4,M,S,1,M,4,,C,O
1018741,,,U,,,,,,
1018742,5,,S,1,M,7,,C,
1018743,,,U,,,,,,
1018744,9,S,M,3,M,6,3,C,A
1018745,7,M,B,1,M,7,,C,N
1018746,2,S,M,1,M,7,1,C,A
1018747,5,S,M,3,M,9,,,A
1018748,15,S,M,3,M,4,2,C,A
1018749,3,S,M,2,M,9,1,C,A
1018750,1,S,S,6,M,9,2,,A
1018751,5,S,M,1,M,9,,C,A
1018752,,,U,,,,,,
1018753,2,S,M,2,M,5,,C,A
1018754,,,U,,,,,,
1018755,2,S,M,2,M,6,2,I,A
1018756,4,S,A,2,M,7,2,C,A
1018757,7,S,M,2,M,9,,,A
1018758,11,S,M,2,M,4,1,C,A
1018759,,,U,1,M,,,A,
1018760,3,S,M,3,M,9,1,C,A
1018761,,,U,1,M,,,A,
1018762,6,S,M,1,M,6,1,C,A
1018763,,,U,1,M,,,A,
1018764,12,S,M,5,M,6,3,C,A
1018765,,,U,,,,,,
1018766,1,S,S,1,M,6,,C,A
1018767,15,S,M,3,M,9,2,C,A
1018768,,,U,,,,,,
1018769,13,S,M,4,M,5,2,C,A
1018770,0,M,U,1,M,2,,,B
1018771,12,S,M,5,M,7,3,,A
1018772,1,S,U,2,M,9,2,I,A
1018773,2,S,M,2,M,7,,B,A
1018774,4,S,M,2,M,9,1,C,A
1018775,8,S,M,2,M,6,1,,A
1018776,,,U,,,,,,
1018777,1,M,M,1,M,7,2,C,K
1018778,4,S,A,2,M,9,2,I,A
1018779,15,S,M,3,M,5,2,C,A
1018780,2,M,U,2,M,5,2,A,
1018781,,M,A,3,M,8,,C,
1018782,10,S,S,4,M,7,2,C,A
1018783,9,S,M,5,M,9,1,,A
1018784,7,M,U,5,M,3,,C,
1018785,,,U,,,,,,
1018786,7,S,M,3,M,9,3,,A
1018787,8,S,S,4,M,9,1,C,A
1018788,0,S,S,2,M,4,2,I,A
1018789,,,U,,,,,,
1018790,2,M,B,1,M,5,1,C,C
1018791,7,M,B,1,M,4,,C,B
1018792,3,S,A,2,M,8,2,C,A
1018793,15,S,S,5,M,6,,,A
1018794,2,M,S,2,M,4,,A,O
1018795,9,S,M,4,M,6,1,C,A
1018796,15,S,M,4,M,6,1,I,A
1018797,7,S,A,2,M,8,2,I,A
1018798,2,M,A,3,M,6,2,C,C
1018799,,,,,,,,,
1018800,1,S,M,6,M,7,3,,A
1018801,,,U,1,M,7,2,,
1018802,15,S,M,3,M,7,1,I,A
1018803,,,U,,,,,,
1018804,7,S,B,1,M,4,2,C,A
1018805,4,S,S,3,M,9,2,,A
1018806,4,S,A,3,M,4,2,C,A
1018807,2,M,S,1,M,6,1,C,C
1018808,2,S,S,3,M,3,,C,A
1018809,2,S,M,2,M,6,1,B,A
1018810,2,S,M,2,M,6,1,B,A
1018811,7,S,A,5,M,3,2,I,A
1018812,15,S,M,4,M,9,3,,
1018813,,M,U,1,M,9,1,C,
1018814,4,S,M,3,M,8,1,C,A
1018815,,,U,,,,,,
1018816,,,,,,,,,
1018817,1,M,M,1,M,6,,C,
1018818,,,U,,,,,,
1018819,,,U,,,,,,
1018820,1,S,B,1,M,5,,A,A
1018821,1,M,M,2,M,6,2,G,C
1018822,15,S,M,6,M,6,2,,A
1018823,13,M,A,2,M,5,1,C,K
1018824,1,S,U,3,M,8,2,,A
1018825,,M,S,1,M,4,,C,
1018826,2,M,U,2,M,3,2,C,I
1018827,2,S,M,1,M,9,,C,A
1018828,5,S,M,2,M,7,2,C,A
1018829,1,M,S,1,M,8,2,,B
1018830,8,S,U,2,M,9,1,G,D
1018831,4,S,S,3,M,5,1,I,A
1018832,10,S,M,2,M,6,,C,A
1018833,,,U,,,,,,
1018834,0,S,A,2,M,7,1,C,A
1018835,4,M,M,2,M,9,2,C,K
1018836,1,M,S,1,M,4,1,B,J
1018837,,M,S,1,M,6,,C,
1018838,9,S,M,2,M,6,2,I,A
1018839,15,S,M,4,M,6,2,I,A
1018840,4,S,M,3,M,9,2,C,A
1018841,4,S,S,1,M,4,1,C,A
1018842,7,S,M,5,M,5,1,,A
1018843,4,M,S,1,M,6,1,,
1018844,4,S,M,3,M,9,2,C,A
1018845,15,S,M,3,M,3,1,I,C
1018846,,,U,,,,,,
1018847,10,S,M,3,M,8,2,,A
1018848,15,S,S,1,M,1,,C,A
1018849,7,S,U,4,M,8,,,
1018850,,,U,,,,,,
1018851,15,S,U,3,M,8,1,C,A
1018852,,,U,,,,,,
1018853,11,S,M,2,M,7,,C,
1018854,8,M,S,1,M,6,2,C,B
1018855,5,S,A,3,M,8,2,B,A
1018856,1,S,A,3,M,5,2,I,A
1018857,,,U,,,,,,
1018858,,,U,,,,,,
1018859,5,S,M,2,M,7,,I,A
1018860,,,U,,,,,,
1018861,2,S,U,2,M,9,,A,A
1018862,3,M,S,2,M,1,2,I,E
1018863,7,S,A,4,M,6,2,I,A
1018864,6,S,S,2,M,4,1,I,A
1018865,3,S,M,1,M,6,1,C,B
1018866,5,S,M,4,M,9,1,C,A
1018867,2,S,S,3,M,3,,C,A
1018868,9,M,M,2,M,7,1,C,K
1018869,12,S,M,2,M,7,,C,A
1018870,,M,U,1,M,4,,A,
1018871,15,M,S,1,M,2,1,C,J
1018872,2,M,U,2,M,7,1,C,O
1018873,2,M,B,1,M,6,1,C,B
1018874,1,S,A,2,M,4,1,I,A
1018875,9,S,U,6,M,7,,C,A
1018876,4,S,B,1,M,2,2,C,B
1018877,9,S,S,3,M,6,,C,A
1018878,10,S,M,2,M,6,2,C,A
1018879,15,S,M,6,M,4,2,I,
1018880,,,U,,,,,,
1018881,,,U,,,,,,
1018882,0,S,B,1,M,6,1,,A
1018883,7,S,M,2,M,7,2,H,A
1018884,15,S,M,3,M,9,,G,A
1018885,,,U,,,,,,
1018886,,,U,,,,,,
1018887,1,M,S,2,M,5,,C,K
1018888,8,S,S,2,M,4,2,C,A
1018889,2,S,M,2,M,5,2,C,A
1018890,8,M,B,1,M,9,1,C,
1018891,15,S,M,6,M,6,1,C,A
1018892,8,S,S,5,M,7,2,,A
1018893,1,M,S,1,M,4,1,C,H
1018894,6,S,M,3,M,7,,C,A
1018895,8,M,U,3,M,6,2,B,C
1018896,2,M,S,4,M,3,1,,H
1018897,9,S,M,4,M,6,2,,A
1018898,,,U,,,,,,
1018899,8,S,M,2,M,5,1,C,A
1018900,8,S,S,1,M,4,,,A
1018901,9,S,S,4,M,2,1,,A
1018902,3,S,M,2,M,9,1,C,A
1018903,4,S,U,3,M,3,,C,A
1018904,1,M,B,1,M,8,1,,
1018905,5,S,M,1,M,7,,C,A
1018906,6,S,M,5,M,6,1,C,A
1018907,,M,B,1,M,6,1,C,
1018908,13,S,S,3,M,5,,C,A
1018909,,,U,,,,,,
1018910,6,S,M,5,M,7,1,C,A
1018911,3,S,M,3,M,7,2,C,A
1018912,1,M,S,1,M,4,1,C,H
1018913,8,M,B,1,M,5,1,C,B
1018914,11,S,M,5,M,7,2,I,A
1018915,11,S,M,5,M,7,3,I,A
1018916,7,S,S,3,M,7,,I,
1018917,15,S,M,3,M,7,,I,A
1018918,,,U,,,,,,
1018919,2,S,A,3,M,7,,I,A
1018920,,,U,,,,,,
1018921,4,M,M,3,M,5,1,I,B
1018922,1,M,U,1,M,6,2,C,
1018923,,,S,1,M,9,1,,
1018924,3,M,M,2,M,4,,C,D
1018925,15,,S,2,M,7,,C,
1018926,1,S,M,1,M,7,2,C,B
1018927,,,U,,,,,,
1018928,4,S,M,2,M,9,1,I,A
1018929,,,U,,,,,,
1018930,1,S,A,2,M,4,,C,A
1018931,15,S,A,4,M,5,1,C,
1018932,,,U,,,,,,
1018933,,,U,,,,,,
1018934,11,S,M,3,M,5,1,B,A
1018935,2,S,M,1,M,5,,C,A
1018936,1,M,S,2,M,6,1,I,O
1018937,,M,B,1,M,4,1,C,
1018938,15,S,S,2,M,9,1,I,A
1018939,1,M,B,1,M,6,2,C,B
1018940,7,S,S,2,M,2,,C,A
1018941,2,S,S,1,M,4,2,C,A
1018942,1,S,M,4,M,6,2,C,A
1018943,,,U,,,,,,
1018944,2,S,M,2,M,9,1,C,A
1018945,7,S,M,3,M,7,2,C,A
1018946,15,S,M,3,M,4,1,C,
1018947,1,S,M,4,M,6,3,H,A
1018948,15,S,S,3,M,3,1,,A
1018949,2,M,M,3,M,5,,C,B
1018950,,,U,,,,,,
1018951,,,U,,,,,,
1018952,2,S,M,5,M,7,2,,A
1018953,,,U,,,,,,
1018954,8,S,M,4,M,9,3,C,A
1018955,,,U,,,,,,
1018956,2,S,M,2,M,5,,C,A
1018957,,,U,,,,,,
1018958,6,M,M,1,M,5,1,C,D
1018959,15,S,S,4,M,7,,I,A
1018960,4,,U,1,M,6,,C,
1018961,10,M,U,2,M,6,1,I,B
1018962,15,S,M,6,M,7,1,C,A
1018963,,,U,,,,,,
1018964,15,S,M,5,M,5,,B,A
1018965,2,S,M,5,M,9,,I,A
1018966,12,M,M,2,M,6,2,H,J
1018967,8,S,M,1,M,7,,C,A
1018968,10,S,M,4,M,7,1,,A
1018969,10,S,M,3,M,6,,I,A
1018970,,,U,,,,,,
1018971,7,M,M,3,M,6,,,B
1018972,2,S,M,3,M,6,2,I,A
1018973,,,U,,,,,,
1018974,1,M,U,1,M,8,,C,
1018975,6,S,M,2,M,6,,C,A
1018976,12,S,M,2,M,9,2,C,A
1018977,9,S,M,5,M,6,1,I,A
1018978,,,U,,,,,,
1018979,,,U,,,,,,
1018980,2,M,S,1,M,6,,C,G
1018981,9,S,U,3,M,9,1,C,A
1018982,,,U,,,,,,
1018983,1,M,B,1,M,4,,C,H
1018984,2,S,B,1,M,3,,C,A
1018985,15,S,M,2,M,1,2,C,N
1018986,,,U,,M,,,,
1018987,8,S,S,1,M,4,2,C,A
1018988,10,S,M,3,M,6,2,C,A
1018989,6,,U,1,M,8,2,C,
1018990,1,M,B,1,M,1,,C,B
1018991,3,S,M,3,M,6,,,A
1018992,3,M,S,2,M,5,2,,O
1018993,1,S,M,3,M,6,1,I,A
1018994,,,U,,,,,,
1018995,,M,S,2,M,3,,A,
1018996,15,S,M,3,M,7,1,I,A
1018997,,,U,1,M,,,C,
1018998,,,U,,,,,,
1018999,7,S,A,2,M,4,1,I,A
1019000,,,S,1,M,6,2,A,
1019001,7,S,M,4,M,6,1,I,A
1019002,1,S,U,4,M,8,2,B,A
1019003,5,S,A,4,M,4,,I,A
1019004,1,,U,1,M,6,,C,
1019005,1,S,M,3,M,9,2,,A
1019006,,,U,,,,,,
1019007,,,U,1,M,5,2,C,
1019008,15,S,M,6,M,5,2,,A
1019009,15,S,M,1,M,6,1,C,A
1019010,0,S,U,1,M,1,,A,A
1019011,5,S,M,3,M,6,1,,A
1019012,7,,U,3,M,6,2,I,
1019013,3,M,S,1,M,6,1,C,D
1019014,0,M,M,1,M,5,2,C,I
1019015,3,S,S,1,M,6,,C,A
1019016,10,S,M,3,M,9,1,I,A
1019017,15,S,M,6,M,9,2,C,A
1019018,,,U,,,,,,
1019019,5,S,M,2,M,7,,I,A
1019020,6,S,S,5,M,4,1,B,A
1019021,,,U,,M,,,,
1019022,15,S,M,6,M,9,2,,A
1019023,15,S,M,4,M,5,2,I,A
1019024,1,S,S,3,M,8,3,,A
1019025,,M,U,1,M,7,,A,
1019026,4,M,M,4,M,8,1,I,J
1019027,,,U,,,,,,
1019028,15,S,M,3,M,9,2,C,A
1019029,,,U,,,,,,
1019030,6,S,M,3,M,6,2,C,A
1019031,4,S,A,3,M,,,I,
1019032,1,S,M,2,M,9,1,I,A
1019033,12,S,M,4,M,8,3,I,A
1019034,,M,U,1,M,,,C,
1019035,15,S,M,5,M,4,3,C,A
1019036,,,U,,,,,,
1019037,1,S,U,2,M,6,1,H,A
1019038,2,S,M,4,M,6,1,C,A
1019039,15,S,M,3,M,8,2,C,A
1019040,7,S,A,3,M,7,,C,A
1019041,2,S,S,1,M,5,,C,A
1019042,15,S,M,2,M,7,2,C,A
1019043,8,M,M,3,M,1,2,C,O
1019044,2,M,U,2,M,5,2,,D
1019045,5,S,S,6,M,4,1,C,A
1019046,6,S,S,4,M,3,2,H,A
1019047,15,S,M,3,M,5,1,I,A
1019048,4,M,S,3,M,2,1,C,L
1019049,13,S,M,3,M,9,,,A
1019050,1,M,M,1,M,8,1,C,B
1019051,,,U,,,,,,
1019052,,,B,1,M,4,,C,
1019053,1,S,S,1,M,6,,C,A
1019054,12,S,U,3,M,9,2,C,A
1019055,1,S,A,4,M,9,,,A
1019056,1,S,S,1,M,7,2,C,A
1019057,5,S,S,3,M,4,1,I,A
1019058,4,M,U,2,M,9,,C,N
1019059,,,U,,,,,,
1019060,6,S,B,1,M,8,1,,A
1019061,5,S,M,4,M,8,1,C,A
1019062,7,M,M,6,M,6,1,,B
1019063,3,S,M,2,M,9,2,C,A
1019064,2,S,A,2,M,7,2,I,A
1019065,3,S,M,2,M,7,2,I,A
1019066,15,S,M,2,M,9,1,C,A
1019067,,,U,,,,,,
1019068,,,U,,M,,,,
1019069,,,U,,,,,,
1019070,1,M,U,1,M,1,1,,K
1019071,15,S,M,3,M,9,2,,A
1019072,,M,U,1,M,6,,A,
1019073,7,S,S,1,M,7,2,,A
1019074,,,U,,,,,,
1019075,,,U,,,,,,
1019076,,,U,,,,,,
1019077,9,,S,1,M,6,2,A,
1019078,,,U,,,,,,
1019079,,,U,,,,,,
1019080,1,M,A,2,M,1,,C,N
1019081,12,S,M,4,M,6,1,C,
1019082,13,S,M,2,M,8,2,I,A
1019083,,,U,,,,,,
1019084,4,S,M,3,M,9,1,C,A
1019085,15,S,M,6,M,9,2,C,A
1019086,6,S,M,3,M,6,,C,A
1019087,4,S,B,1,M,4,1,C,
1019088,15,S,M,5,M,7,,C,A
1019089,4,S,M,2,M,8,2,C,A
1019090,,,U,1,M,6,1,A,
1019091,4,M,A,3,M,4,1,C,B
1019092,5,S,M,6,M,9,2,C,A
1019093,15,S,S,6,M,9,1,,A
1019094,,,B,1,M,6,,C,
1019095,,,U,,,,,,
1019096,,,S,1,M,7,,A,
1019097,12,S,A,6,M,6,1,I,A
1019098,5,S,S,5,M,2,3,,A
1019099,15,S,M,4,M,6,1,I,A
1019100,1,M,A,2,M,1,2,C,B
1019101,1,M,B,1,M,7,1,C,B
1019102,12,S,M,2,M,5,,I,A
1019103,,,U,,,,,,
1019104,4,M,M,4,M,5,1,C,C
1019105,1,S,S,2,M,2,,C,A
1019106,4,S,S,3,M,9,,C,
1019107,2,S,S,3,M,6,1,C,A
1019108,,,U,1,M,7,2,C,
1019109,4,M,S,1,M,6,,C,J
1019110,5,S,U,4,M,5,1,C,A
1019111,,,U,,,,,,
1019112,6,S,S,3,M,9,,,A
1019113,8,S,M,6,M,6,,,
1019114,3,S,M,2,M,4,1,C,A
1019115,8,S,M,2,M,9,2,I,A
1019116,,,U,,,,,,
1019117,,,U,,,,,,
1019118,10,S,M,3,M,5,1,C,A
1019119,1,M,S,1,M,8,,A,
1019120,,,U,,,,,,
1019121,4,S,M,3,M,5,2,H,A
1019122,,,U,,,,,,
1019123,4,S,U,3,M,8,2,C,A
1019124,9,S,M,4,M,9,3,I,A
1019125,1,M,B,1,M,5,,C,
1019126,,,U,,,,,,
1019127,15,S,M,3,M,7,,C,A
1019128,8,S,M,4,M,6,2,C,A
1019129,4,S,U,3,M,7,2,,A
1019130,5,S,M,2,M,6,2,C,A
1019131,1,M,M,2,M,6,1,C,A
1019132,1,M,S,1,M,7,,C,N
1019133,8,S,S,5,M,4,2,I,A
1019134,13,S,M,4,M,6,2,C,A
1019135,4,M,M,3,M,9,,C,N
1019136,11,S,M,5,M,1,3,I,A
1019137,7,S,U,4,M,5,1,,A
1019138,5,S,M,2,M,9,1,C,A
1019139,2,S,U,3,M,3,1,C,A
1019140,0,S,M,1,M,8,,B,A
1019141,0,S,M,1,M,6,1,A,A
1019142,2,S,S,2,M,4,1,B,A
1019143,14,M,S,4,M,1,,I,A
1019144,1,S,M,2,M,7,1,C,A
1019145,4,S,S,3,M,6,1,C,A
1019146,5,M,S,1,M,6,,C,L
1019147,,,U,,,,,,
1019148,2,,M,2,M,9,2,C,
1019149,,,U,,,,,,
1019150,10,M,M,3,M,6,,C,D
1019151,15,S,M,4,M,4,2,,A
1019152,,,,,,,,,
1019153,1,M,S,1,M,5,,C,
1019154,,,U,,,,,,
1019155,7,S,M,3,M,7,2,I,A
1019156,,,U,,,,,,
1019157,10,S,M,2,M,9,3,C,A
1019158,7,S,M,2,M,7,1,I,A
1019159,1,S,M,2,M,6,2,I,A
1019160,,,U,,,,,,
1019161,,,U,1,M,,,A,
1019162,2,S,A,3,M,6,2,C,A
1019163,0,S,U,2,M,6,1,A,A
1019164,5,M,U,4,M,6,2,,M
1019165,1,S,M,2,M,7,2,C,A
1019166,15,M,M,2,M,6,1,C,B
1019167,1,M,M,1,M,9,1,C,B
1019168,1,S,U,4,M,7,1,C,A
1019169,,,U,,,,,,
1019170,8,,B,1,M,7,1,A,
1019171,8,S,M,5,M,9,2,,A
1019172,5,S,M,3,M,9,1,C,A
1019173,2,S,M,1,M,9,1,C,A
1019174,14,S,S,3,M,9,,I,A
1019175,,M,S,1,M,1,,A,
1019176,,,U,,,,,,
1019177,2,S,U,2,M,4,,C,A
1019178,0,,M,1,M,6,,B,
1019179,8,S,M,2,M,8,1,I,A
1019180,4,S,M,3,M,6,2,,A
1019181,2,M,S,3,M,6,1,B,G
1019182,,M,U,2,M,6,1,C,
1019183,4,M,S,1,M,6,,C,I
1019184,,,U,,,,,,
1019185,7,S,M,6,M,7,3,C,A
1019186,1,S,B,1,M,1,1,C,A
1019187,7,S,M,6,M,7,3,,A
1019188,,,U,,,,,,
1019189,9,S,M,5,M,3,3,I,A
1019190,3,S,S,3,M,5,1,,A
1019191,3,M,B,1,M,7,,A,K
1019192,1,S,U,1,M,4,,B,A
1019193,13,S,M,4,M,6,2,C,A
1019194,,,U,1,M,8,2,C,
1019195,2,S,U,3,M,9,1,,A
1019196,2,,S,1,M,7,,A,
1019197,,,U,,,,,,
1019198,11,S,M,3,M,7,,,A
1019199,10,S,S,4,M,8,1,C,A
1019200,15,S,U,4,M,9,,,A
1019201,8,S,M,3,M,8,1,,A
1019202,10,S,M,2,M,6,2,C,A
1019203,1,M,S,1,M,6,1,C,O
1019204,14,S,U,2,M,5,,I,A
1019205,6,S,B,1,M,3,,B,A
1019206,7,S,M,3,M,9,1,I,A
1019207,4,M,U,2,M,1,,C,K
1019208,5,S,U,4,M,9,2,C,A
1019209,,,U,,,,,,
1019210,,,,,,,,,
1019211,4,S,M,2,M,4,1,C,
1019212,8,S,U,3,M,8,3,C,A
1019213,,,U,,,,,,
1019214,5,M,U,2,M,6,,,
1019215,2,S,B,1,M,6,1,,A
1019216,6,S,M,5,M,5,2,C,A
1019217,2,S,B,1,M,8,2,C,A
1019218,5,M,M,2,M,7,,,B
1019219,8,S,U,3,M,2,,,A
1019220,,,U,,,,,,
1019221,6,S,S,2,M,7,2,C,A
1019222,3,S,S,4,M,3,1,B,A
1019223,,,U,,,,,,
1019224,,,U,,,,,,
1019225,,,U,,,,,,
1019226,10,M,S,2,M,3,,C,O
1019227,3,,S,1,M,6,,C,
1019228,15,S,S,3,M,8,,I,A
1019229,15,S,M,3,M,4,2,I,A
1019230,1,M,S,1,M,8,,A,
1019231,7,S,M,2,M,6,2,C,A
1019232,1,S,A,2,M,7,1,I,A
1019233,5,M,S,3,M,3,2,I,B
1019234,12,S,M,2,M,9,,C,A
1019235,6,S,U,3,M,5,3,B,A
1019236,0,M,S,2,M,3,1,C,C
1019237,9,M,S,2,M,4,1,C,O
1019238,15,S,S,3,M,4,1,C,A
1019239,15,S,M,3,M,6,1,,A
1019240,7,S,A,4,M,6,2,,B
1019241,2,S,M,3,M,6,2,C,A
1019242,,,U,,,,,,
1019243,15,S,M,5,M,5,3,C,A
1019244,7,M,U,2,M,7,,I,B
1019245,2,M,M,2,M,8,1,C,N
1019246,4,S,S,3,M,6,,B,A
1019247,4,S,M,2,M,7,,G,A
1019248,6,M,S,4,M,9,,C,J
1019249,9,S,M,4,M,6,1,C,A
1019250,7,S,M,3,M,5,2,C,A
1019251,3,,U,1,M,8,2,C,
1019252,15,S,M,6,M,9,1,,A
1019253,15,S,M,5,M,4,1,C,B
1019254,14,S,M,2,M,9,1,,A
1019255,,,U,,,,,,
1019256,15,S,M,2,M,4,1,I,A
1019257,1,S,U,2,M,5,1,G,A
1019258,15,S,M,6,M,9,1,,A
1019259,14,M,M,1,M,9,,,
1019260,13,S,M,4,M,6,,,A
1019261,10,S,M,3,M,6,1,I,A
1019262,1,,A,2,M,6,2,H,
1019263,3,S,M,2,M,3,,I,A
1019264,1,S,S,1,M,3,2,C,A
1019265,1,S,M,2,M,9,1,I,A
1019266,9,S,M,3,M,6,1,,A
1019267,5,M,S,1,M,4,,B,B
1019268,15,S,B,1,M,7,,B,A
1019269,1,S,M,3,M,6,1,C,A
1019270,13,S,M,3,M,4,2,,A
1019271,4,M,M,2,M,5,2,I,B
1019272,,,U,,,,,,
1019273,3,S,M,2,M,9,,C,A
1019274,10,S,A,3,M,9,1,I,A
1019275,5,S,M,2,M,7,2,I,A
1019276,15,S,M,6,M,6,,C,A
1019277,,,U,,,,,,
1019278,5,M,U,2,M,7,,,J
1019279,12,S,M,4,M,7,1,,A
1019280,3,S,U,4,M,9,,C,A
1019281,5,S,A,2,M,3,1,C,A
1019282,,,U,,,,,,
1019283,,,U,,,,,,
1019284,3,S,M,1,M,6,,C,A
1019285,9,,U,1,M,7,2,A,
1019286,4,,A,2,M,6,2,C,
1019287,7,M,U,3,M,9,,,B
1019288,5,M,S,2,M,1,3,G,D
1019289,5,S,S,4,M,7,2,,A
1019290,,,U,1,M,6,,C,
1019291,,,U,,,,,,
1019292,6,S,A,2,M,6,2,C,A
1019293,,,U,,,,,,
1019294,8,M,M,2,M,6,1,C,B
1019295,1,S,U,2,M,3,1,B,A
1019296,13,S,U,6,M,7,2,,A
1019297,15,S,M,2,M,6,2,I,A
1019298,,,U,,,,,,
1019299,2,S,M,2,M,4,2,C,A
1019300,4,M,S,2,M,6,1,B,J
1019301,13,S,U,2,M,1,,C,A
1019302,3,M,S,3,M,3,1,C,J
1019303,4,S,M,2,M,6,1,I,A
1019304,4,S,M,3,M,8,,C,A
1019305,5,M,M,3,M,6,2,I,C
1019306,7,S,M,5,M,6,1,,A
1019307,1,M,B,1,M,5,,C,B
1019308,,M,S,1,M,9,,A,
1019309,1,S,B,1,M,4,1,C,A
1019310,,,U,1,M,,,C,
1019311,14,S,M,3,M,8,1,I,A
1019312,,,U,,,,,,
1019313,,,U,,,,,,
1019314,2,M,B,1,M,3,1,C,D
1019315,15,S,M,2,M,6,2,C,A
1019316,1,S,M,3,M,6,1,,A
1019317,,,U,,,,,,
1019318,,,U,2,M,9,1,C,
1019319,2,S,S,2,M,9,1,G,A
1019320,15,S,M,2,M,6,2,C,A
1019321,,,U,,,,,,
1019322,,,U,,,,,,
1019323,7,S,M,3,M,7,1,C,A
1019324,1,S,U,2,M,7,2,I,A
1019325,,,U,,,,,,
1019326,0,S,U,2,M,7,1,C,A
1019327,4,M,S,2,M,3,,C,L
1019328,,,,,,,,,
1019329,1,S,A,3,M,9,,C,A
1019330,5,M,M,1,M,5,2,C,O
1019331,,,U,,,,,,
1019332,11,S,S,2,M,3,2,I,A
1019333,,,U,1,M,,,C,
1019334,,,U,,,,,,
1019335,,,U,,,,,,
1019336,5,S,M,2,M,6,1,C,A
1019337,5,S,U,4,M,2,2,C,A
1019338,1,S,M,2,M,3,2,I,A
1019339,6,S,U,2,M,7,,C,A
1019340,,,U,,,,,,
1019341,,,U,,,,,,
1019342,,,U,,,,,,
1019343,,M,U,2,M,4,2,C,
1019344,8,S,M,1,M,5,1,B,A
1019345,1,M,M,1,M,6,2,C,I
1019346,4,,U,1,M,6,,C,
1019347,15,S,M,3,M,4,2,C,A
1019348,7,S,S,5,M,4,3,C,A
1019349,1,S,M,3,M,6,1,C,A
1019350,0,M,S,3,M,8,2,C,
1019351,1,S,A,6,M,6,,C,A
1019352,,,U,,,,,,
1019353,6,S,B,1,M,4,1,C,A
1019354,0,S,B,1,M,5,,C,A
1019355,3,S,A,2,M,6,1,C,A
1019356,15,S,M,5,M,6,1,I,A
1019357,,,U,,M,,,,
1019358,4,M,U,1,M,5,1,A,D
1019359,15,S,M,3,M,6,2,I,A
1019360,,,U,,,,,,
1019361,3,M,S,1,M,4,,C,
1019362,6,S,M,2,M,6,1,C,A
1019363,,,U,,,,,,
1019364,,,S,1,M,1,,C,
1019365,,,U,,,,,,
1019366,10,S,A,3,M,4,1,I,A
1019367,2,S,A,4,M,9,,,A
1019368,11,S,S,2,M,7,2,C,A
1019369,0,S,B,1,M,4,,,A
1019370,,,,,,,,,
1019371,2,M,U,2,M,6,1,,
1019372,2,S,M,3,M,7,1,I,A
1019373,12,S,M,3,M,7,2,I,A
1019374,7,S,M,3,M,9,1,I,A
1019375,15,S,S,2,M,6,1,I,A
1019376,7,S,M,2,M,5,2,C,A
1019377,2,M,M,1,M,5,,C,G
1019378,,,U,,,,,,
1019379,9,S,S,1,M,1,,C,A
1019380,,,U,,,,,,
1019381,,,U,1,M,,,A,
1019382,1,S,B,1,M,1,,A,A
1019383,1,,B,1,M,8,2,C,
1019384,1,,B,1,M,7,,A,
1019385,1,M,S,1,M,4,,C,M
1019386,8,S,M,4,M,6,2,C,A
1019387,8,S,A,4,M,6,2,,A
1019388,10,S,M,5,M,6,2,,A
1019389,8,S,M,4,M,9,3,C,A
1019390,3,M,S,3,M,3,2,C,B
1019391,,,U,,,,,,
1019392,5,S,M,1,M,8,1,C,A
1019393,10,S,M,5,M,6,2,,A
1019394,12,S,M,6,M,6,2,C,A
1019395,3,M,M,2,M,9,,I,B
1019396,,,U,,,,,,
1019397,,,U,,M,,,,
1019398,8,,U,2,M,7,,C,
1019399,1,M,S,2,M,5,,,
1019400,,,U,1,M,,,C,
1019401,4,S,M,2,M,8,1,I,A
1019402,8,S,M,3,M,9,,H,A
1019403,4,S,U,4,M,9,2,C,A
1019404,6,S,M,2,M,7,,C,A
1019405,5,S,M,2,M,6,1,G,A
